DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
8/13/21	33527407	Truong T	2/2/21	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/33527407	Multiethnic genome-wide association study of differentiated thyroid cancer in the EPITHYR consortium.	Differentiated thyroid cancer	"1,554 European ancestry cases, 1,973 European ancestry controls, 301 Oceanian ancestry cases, 348 Oceanian ancestry controls"	NA	6q24.2	6	142306362	NR	ADGRG6			ENSG00000112414	NA	NA	rs9399398-A	rs9399398	0	9399398	intron_variant	0	0.11	5.00E-06	5.301029996	NA	NA		Illumina [6479975] (imputed)	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST012195	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	4149_1038035			7	71162627		GALNT17				NA	NA	rs139503797	rs139503797	NA	NA		NA		1.26E-08	NA	NA	-0.107541106							
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	169_25799			7	146660507		TPK1;CNTNAP2				NA	NA	rs138036214	rs138036214	NA	NA		NA		3.27E-08	NA	NA	-0.457855							
8/13/21	33527407	Truong T	2/2/21	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/33527407	Multiethnic genome-wide association study of differentiated thyroid cancer in the EPITHYR consortium.	Differentiated thyroid cancer	"1,554 European ancestry cases, 1,973 European ancestry controls, 301 Oceanian ancestry cases, 348 Oceanian ancestry controls"	NA	7q36.1	7	151601160	NR	PRKAG2			ENSG00000106617	NA	NA	rs2727572-T	rs2727572	0	2727572	intron_variant	0	0.45	2.00E-07	6.698970004	NA	NA		Illumina [6479975] (imputed)	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST012195	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6699_1613655			8	9043712		ERI1				NA	NA	rs7005133	rs7005133	NA	NA		NA		7.07E-09	NA	NA	0.11501308							
8/13/21	33527407	Truong T	2/2/21	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/33527407	Multiethnic genome-wide association study of differentiated thyroid cancer in the EPITHYR consortium.	Differentiated thyroid cancer	"1,554 European ancestry cases, 1,973 European ancestry controls, 301 Oceanian ancestry cases, 348 Oceanian ancestry controls"	NA	8p22	8	15055280	NR	SGCZ			ENSG00000185053	NA	NA	rs56864313-G	rs56864313	0	56864313	intron_variant	0	0.15	8.00E-06	5.096910013	NA	NA		Illumina [6479975] (imputed)	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST012195	Genome-wide genotyping array
2/7/23	36508215	Feng X	12/1/22	JAMA Netw Open	www.ncbi.nlm.nih.gov/pubmed/36508215	"Association Between Genetic Risk, Adherence to Healthy Lifestyle Behavior, and Thyroid Cancer Risk."	Thyroid cancer	"1,956 European ancestry cases, 101,924 European ancestry controls"	NA	8p12	8	32460401		NRG1			ENSG00000157168	NA	NA	rs17716295-A	rs17716295	0	17716295	intron_variant	0	NR	4.00E-06	5.397940009	NA	0.185	[0.11-0.26] unit increase	Affymetrix [NR] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90245888	Genome-wide genotyping array
9/28/17	28703219	Son HY	7/13/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28703219	Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.	Differentiated thyroid cancer	"470 Korean ancestry cases, 8,279 Korean ancestry controls"	"615 Korean ancestry cases, 605 Korean ancestry controls"	8p12	8	32543285	NRG1	NRG1			ENSG00000157168	NA	NA	rs6996585-G	rs6996585	0	6996585	intron_variant	0	0.23	1.00E-10	10	NA	1.39	[NR]	"Affymetrix, Illumina [3593389] (imputed)"	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST004798	Genome-wide genotyping array
9/19/17	28703219	Son HY	7/13/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28703219	Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.	Papillary thyroid cancer	"410 Korean ancestry cases, 8,279 Korean ancestry controls"	"587 Korean ancestry cases, 605 Korean ancestry controls"	8p12	8	32543285	NRG1	NRG1			ENSG00000157168	NA	NA	rs6996585-G	rs6996585	0	6996585	intron_variant	0	0.23	9.00E-12	11.04575749	NA	1.43	[NR]	"Affymetrix, Illumina [3593389] (imputed)"	N	papillary thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000641	GCST004753	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6699_1613655			8	32547111		NRG1				NA	NA	rs3802160	rs3802160	NA	NA		NA		2.36E-40	NA	NA	0.272168051							
12/14/21	34594039	Sakaue S	9/30/21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Thyroid cancer	"1,054 European ancestry cases, 490,920 European ancestry controls, 361 East Asian ancestry cases, 178,362 East Asian ancestry controls"	NA	8p12	8	32556514		NRG1			ENSG00000157168	NA	NA	rs9642727-C	rs9642727	0	9642727	intron_variant	0	NR	3.00E-09	8.522878745	NA	0.2352	[0.16-0.31] unit increase	"Affymetrix, Illumina [25845394] (imputed)"	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90018929	Genome-wide genotyping array
2/9/12	22267200	Gudmundsson J	1/22/12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22267200	Discovery of common variants associated with low TSH levels and thyroid cancer risk.	Thyroid cancer	"27,758 European ancestry individuals"	"1,156 European ancestry cases, up to 42,617 European ancestry controls"	8p12	8	32574851	NRG1	NRG1			ENSG00000157168	NA	NA	rs2439302-G	rs2439302	0	2439302	intron_variant	0	0.351	2.00E-09	8.698970004	NA	1.36	[1.23-1.50]	Illumina [~ 16000000] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST001382	Genome-wide genotyping array
6/6/17	28195142	Gudmundsson J	2/14/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28195142	A genome-wide association study yields five novel thyroid cancer risk loci.	Thyroid cancer	"2,637 European ancestry cases, 364 non-array typed, familial imputed Icelandic ancestry cases, 134,811 European ancestry controls, 152,739 non-array typed, familial imputed Icelandic ancestry controls."	NA	8p12	8	32575278	NR	NRG1			ENSG00000157168	NA	NA	rs2466076-G	rs2466076	0	2466076	intron_variant	0	0.484	2.00E-17	16.69897	NA	1.32	1.23-1.41	Illumina [7100000] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST004144	Genome-wide genotyping array
11/13/20	32887889	Rashkin SR	9/4/20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32887889	Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.	Thyroid cancer	"762 European ancestry cases, 410,350 European ancestry controls"	NA	8p12	8	32575620		NRG1			ENSG00000157168	NA	NA	rs2466074-C	rs2466074	0	2466074	intron_variant	0	NR	5.00E-11	10.30103	NA	1.4123	NR	Affymetrix [7846216] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90011813	Genome-wide genotyping array
8/13/21	33527407	Truong T	2/2/21	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/33527407	Multiethnic genome-wide association study of differentiated thyroid cancer in the EPITHYR consortium.	Differentiated thyroid cancer	"1,554 European ancestry cases, 1,973 European ancestry controls, 301 Oceanian ancestry cases, 348 Oceanian ancestry controls"	NA	8q24.22	8	132454646	NR	KCNQ3			ENSG00000184156	NA	NA	rs3857927-T	rs3857927	0	3857927	intron_variant	0	0.06	1.00E-06	6	NA	NA		Illumina [6479975] (imputed)	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST012195	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6492_1523121			8	132869226		TG				NA	NA	rs78775620	rs78775620	NA	NA		NA		1.32E-11	NA	NA	0.178616436							
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6394_1492061			9	19053919		HAUS6				NA	NA	rs4977489	rs4977489	NA	NA		NA		8.81E-11	NA	NA	0.067360725							
3/7/24	35121771	Choe EK	2/4/22	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35121771	"Leveraging deep phenotyping from health check-up cohort with 10,000 Korean individuals for phenome-wide association study of 136 traits."	Thyroid cancer	"9,742 Korean ancestry individuals"	NA	9p21.1	9	31497308		LINC01243 - MTATP6P30	ENSG00000260720	ENSG00000226998		115818	7972	rs142123435-G	rs142123435	0	142123435	intergenic_variant	1	0.013346	2.00E-07	6.698970004	NA	1.55599	unit decrease	Affymetrix [6860342] (imputed)	N	thyroid cancer	http://purl.obolibrary.org/obo/MONDO_0002108	GCST90104177	Genome-wide genotyping array
11/13/20	32887889	Rashkin SR	9/4/20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32887889	Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.	Thyroid cancer	"762 European ancestry cases, 410,350 European ancestry controls"	NA	9q22.33	9	97772985		PTCSC2			ENSG00000236130	NA	NA	rs7030280-C	rs7030280	0	7030280	intron_variant	0	NR	5.00E-28	27.30103	NA	1.7654	NR	Affymetrix [7846216] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90011813	Genome-wide genotyping array
8/13/21	33527407	Truong T	2/2/21	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/33527407	Multiethnic genome-wide association study of differentiated thyroid cancer in the EPITHYR consortium.	Differentiated thyroid cancer	"1,554 European ancestry cases, 1,973 European ancestry controls"	"2,229 European ancestry cases, 2,059 European ancestry controls"	9q22.33	9	97775520	NR	PTCSC2			ENSG00000236130	NA	NA	rs1588635-C	rs1588635	0	1588635	intron_variant	0	0.55	2.00E-21	20.69897	NA	0.61	[0.55-0.68]	Illumina [9673063] (imputed)	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST012197	Genome-wide genotyping array
6/6/17	28195142	Gudmundsson J	2/14/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28195142	A genome-wide association study yields five novel thyroid cancer risk loci.	Thyroid cancer	"2,637 European ancestry cases, 364 non-array typed, familial imputed Icelandic ancestry cases, 134,811 European ancestry controls, 152,739 non-array typed, familial imputed Icelandic ancestry controls."	NA	9q22.33	9	97775520	NR	PTCSC2			ENSG00000236130	NA	NA	rs1588635-A	rs1588635	0	1588635	intron_variant	0	0.396	2.00E-58	57.69897	NA	1.69	1.59-1.82	Illumina [7100000] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST004144	Genome-wide genotyping array
8/7/19	30104761	Zhou W	8/13/18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30104761	Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.	Thyroid cancer	"358 European ancestry cases, 407,399 European ancestry controls"	NA	9q22.33	9	97784318	PTCSC2	PTCSC2			ENSG00000236130	NA	NA	rs925489-T	rs925489	0	925489	intron_variant	0	0.332	5.00E-11	10.30103	NA	NA		Affymetrix [28000000] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST008371	Genome-wide genotyping array
12/14/21	34594039	Sakaue S	9/30/21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Thyroid cancer	"1,054 European ancestry cases, 490,920 European ancestry controls, 361 East Asian ancestry cases, 178,362 East Asian ancestry controls"	NA	9q22.33	9	97784318		PTCSC2			ENSG00000236130	NA	NA	rs925489-T	rs925489	0	925489	intron_variant	0	NR	9.00E-35	34.04575749	NA	0.5586	[0.47-0.65] unit decrease	"Affymetrix, Illumina [25845394] (imputed)"	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90018929	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6341_1592876			9	97785345		PTCSC2				NA	NA	#N/A	#N/A	NA	NA		NA		6.02E-129	NA	NA	-0.383023218							
2/28/09	19198613	Gudmundsson J	2/6/09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19198613	Common variants on 9q22.33 and 14q13.3 predispose to thyroid cancer in European populations.	Thyroid cancer	"192 European ancestry cases, 37,196 European ancestry controls"	"432 European ancestry cases, 1,727 European ancestry controls"	9q22.33	9	97793827	FOXE1	PTCSC2			ENSG00000236130	NA	NA	rs965513-A	rs965513	0	965513	intron_variant	0	0.34	2.00E-27	26.69897	NA	1.75	[1.59-1.94]	Illumina [304083]	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST000335	Genome-wide genotyping array
2/25/14	23894154	Kohler A	7/26/13	J Clin Endocrinol Metab	www.ncbi.nlm.nih.gov/pubmed/23894154	Genome-wide association study on differentiated thyroid cancer.	Thyroid cancer	"690 European ancestry cases, 497 European ancestry controls"	"2,958 European ancestry cases, 3,727 European ancestry controls"	9q22.33	9	97793827	FOXE1	PTCSC2			ENSG00000236130	NA	NA	rs965513-A	rs965513	0	965513	intron_variant	0	NR	3.00E-10	9.522878745	NA	1.78	[NR]	Illumina [572042]	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST002102	Genome-wide genotyping array
11/3/13	20350937	Takahashi M	3/29/10	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20350937	The FOXE1 locus is a major genetic determinant for radiation-related thyroid carcinoma in Chernobyl.	"Thyroid cancer (Papillary, radiation-related)"	"401 European ancestry cases, 620 European ancestry controls"	"259 cases, 648 controls"	9q22.33	9	97793827	"TMOD1, C9orf97, NCBP1, XPA, HEMGN, KRT18P13, FOXE1, C9orf156"	PTCSC2			ENSG00000236130	NA	NA	rs965513-A	rs965513	0	965513	intron_variant	0	NR	5.00E-12	11.30103	NA	1.65	[1.43-1.91]	Illumina [506840]	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST000640	Genome-wide genotyping array
2/5/16	25855579	Mancikova V	4/22/15	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/25855579	Thyroid cancer GWAS identifies 10q26.12 and 6q14.1 as novel susceptibility loci and reveals genetic heterogeneity among populations.	Thyroid cancer	"398 European ancestry cases , 502 European ancestry controls"	"1,422 European ancestry cases, 1,908 European ancestry controls"	9q22.33	9	97793827	FOXE-1	PTCSC2			ENSG00000236130	NA	NA	rs965513-A	rs965513	0	965513	intron_variant	0	0.34	3.00E-23	22.52287875	NA	1.65	[1.49-1.82]	Affymetrix [474624]	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST002873	Genome-wide genotyping array
2/7/23	36508215	Feng X	12/1/22	JAMA Netw Open	www.ncbi.nlm.nih.gov/pubmed/36508215	"Association Between Genetic Risk, Adherence to Healthy Lifestyle Behavior, and Thyroid Cancer Risk."	Thyroid cancer	"1,956 European ancestry cases, 101,924 European ancestry controls"	NA	9q22.33	9	97793827		PTCSC2			ENSG00000236130	NA	NA	rs965513-G	rs965513	0	965513	intron_variant	0	NR	6.00E-40	39.22184875	NA	0.519	[0.44-0.6] unit decrease	Affymetrix [NR] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90245888	Genome-wide genotyping array
2/7/23	36508215	Feng X	12/1/22	JAMA Netw Open	www.ncbi.nlm.nih.gov/pubmed/36508215	"Association Between Genetic Risk, Adherence to Healthy Lifestyle Behavior, and Thyroid Cancer Risk."	Thyroid cancer	"986 European ancestry cases, 5,135 European ancestry controls"	NA	9q22.33	9	97796729		PTCSC2			ENSG00000236130	NA	NA	rs13295081-C	rs13295081	0	13295081	intron_variant	0	NR	3.00E-15	14.52287875	NA	0.464	[0.35-0.58] unit increase	Affymetrix [6562992] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90245887	Genome-wide genotyping array
2/5/16	25855579	Mancikova V	4/22/15	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/25855579	Thyroid cancer GWAS identifies 10q26.12 and 6q14.1 as novel susceptibility loci and reveals genetic heterogeneity among populations.	Thyroid cancer	"398 European ancestry cases , 502 European ancestry controls"	"1,422 European ancestry cases, 1,908 European ancestry controls"	9q22.33	9	97865986	FOXE1	FOXE1 - TRMO	ENSG00000178919	ENSG00000136932		9269	38503	rs10122541-G	rs10122541	0	10122541	intergenic_variant	1	0.33	1.00E-17	17	NA	1.54	[1.40-1.70]	Affymetrix [474624]	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST002873	Genome-wide genotyping array
11/13/20	32887889	Rashkin SR	9/4/20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32887889	Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.	Thyroid cancer	"762 European ancestry cases, 410,350 European ancestry controls"	NA	9q22.33	9	97886005		FOXE1 - TRMO	ENSG00000178919	ENSG00000136932		29288	18484	rs12002967-C	rs12002967	0	12002967	intergenic_variant	1	NR	3.00E-07	6.522878745	NA	1.5614	NR	Affymetrix [7846216] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90011813	Genome-wide genotyping array
2/5/16	25855579	Mancikova V	4/22/15	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/25855579	Thyroid cancer GWAS identifies 10q26.12 and 6q14.1 as novel susceptibility loci and reveals genetic heterogeneity among populations.	Thyroid cancer	"398 European ancestry cases , 502 European ancestry controls"	"1,422 European ancestry cases, 1,908 European ancestry controls"	9q22.33	9	97896036	FOXE1	FOXE1 - TRMO	ENSG00000178919	ENSG00000136932		39319	8453	rs7037324-A	rs7037324	0	7037324	regulatory_region_variant	1	0.34	1.00E-17	17	NA	1.54	[1.39-1.70]	Affymetrix [474624]	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST002873	Genome-wide genotyping array
9/28/17	28703219	Son HY	7/13/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28703219	Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.	Differentiated thyroid cancer	"470 Korean ancestry cases, 8,279 Korean ancestry controls"	"615 Korean ancestry cases, 605 Korean ancestry controls"	9q22.33	9	97898464	FOXE1	FOXE1 - TRMO	ENSG00000178919	ENSG00000136932		41747	6025	rs72753537-C	rs72753537	0	72753537	intergenic_variant	1	0.07	8.00E-06	5.096910013	NA	1.41	[NR]	"Affymetrix, Illumina [3593389] (imputed)"	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST004798	Genome-wide genotyping array
9/19/17	28703219	Son HY	7/13/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28703219	Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.	Papillary thyroid cancer	"410 Korean ancestry cases, 8,279 Korean ancestry controls"	"587 Korean ancestry cases, 605 Korean ancestry controls"	9q22.33	9	97898464	FOXE1	FOXE1 - TRMO	ENSG00000178919	ENSG00000136932		41747	6025	rs72753537-C	rs72753537	0	72753537	intergenic_variant	1	0.07	5.00E-07	6.301029996	NA	1.48	[NR]	"Affymetrix, Illumina [3593389] (imputed)"	N	papillary thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000641	GCST004753	Genome-wide genotyping array
2/7/23	36508215	Feng X	12/1/22	JAMA Netw Open	www.ncbi.nlm.nih.gov/pubmed/36508215	"Association Between Genetic Risk, Adherence to Healthy Lifestyle Behavior, and Thyroid Cancer Risk."	Thyroid cancer	"1,956 European ancestry cases, 101,924 European ancestry controls"	NA	9q22.33	9	97924533		TRMO - HEMGN	ENSG00000136932	ENSG00000136929		2033	2258	rs10512256-G	rs10512256	0	10512256	intergenic_variant	1	NR	3.00E-06	5.522878745	NA	0.269	[0.16-0.38] unit increase	Affymetrix [NR] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90245888	Genome-wide genotyping array
2/7/23	36508215	Feng X	12/1/22	JAMA Netw Open	www.ncbi.nlm.nih.gov/pubmed/36508215	"Association Between Genetic Risk, Adherence to Healthy Lifestyle Behavior, and Thyroid Cancer Risk."	Thyroid cancer	"1,956 European ancestry cases, 101,924 European ancestry controls"	NA	9q22.33	9	97964292		HEMGN - ANP32B	ENSG00000136929	ENSG00000136938		19436	19049	rs4743149-A	rs4743149	0	4743149	intergenic_variant	1	NR	5.00E-06	5.301029996	NA	0.262	[0.15-0.38] unit increase	Affymetrix [NR] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90245888	Genome-wide genotyping array
3/7/24	35121771	Choe EK	2/4/22	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/35121771	"Leveraging deep phenotyping from health check-up cohort with 10,000 Korean individuals for phenome-wide association study of 136 traits."	Thyroid cancer	"9,742 Korean ancestry individuals"	NA	9q33.3	9	123376067		CRB2			ENSG00000148204	NA	NA	rs117564552-T	rs117564552	0	117564552	intron_variant	0	0.014886	1.00E-07	7	NA	1.51531	unit decrease	Affymetrix [6860342] (imputed)	N	thyroid cancer	http://purl.obolibrary.org/obo/MONDO_0002108	GCST90104177	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer				10	55447126		PCDH15				NA	NA			NA	NA		NA		2.14E-08	NA	NA	NA							
11/13/20	32887889	Rashkin SR	9/4/20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32887889	Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.	Thyroid cancer	"762 European ancestry cases, 410,350 European ancestry controls"	NA	10q22.1	10	72033486		CHST3 - SPOCK2	ENSG00000122863	ENSG00000107742		19928	25548	rs72806259-T	rs72806259	0	72806259	intergenic_variant	1	0.093896	5.00E-07	6.301029996	NA	1.4887599	NR	Affymetrix [7846216] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90011813	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6699_1613655			10	103916707		STN1				NA	NA	#N/A	#N/A	NA	NA		NA		4.65E-14	NA	NA	-0.12866336							
6/6/17	28195142	Gudmundsson J	2/14/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28195142	A genome-wide association study yields five novel thyroid cancer risk loci.	Thyroid cancer	"2,637 European ancestry cases, 364 non-array typed, familial imputed Icelandic ancestry cases, 134,811 European ancestry controls, 152,739 non-array typed, familial imputed Icelandic ancestry controls."	NA	10q24.33	10	103934543	OBFC1	STN1 - SLK	ENSG00000107960	ENSG00000065613		16211	32597	rs7902587-T	rs7902587	0	7902587	intron_variant	1	0.109	5.00E-11	10.30103	NA	1.41	1.27-1.56	Illumina [7100000] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST004144	Genome-wide genotyping array
9/28/17	28703219	Son HY	7/13/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28703219	Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.	Differentiated thyroid cancer	"470 Korean ancestry cases, 8,279 Korean ancestry controls"	"615 Korean ancestry cases, 605 Korean ancestry controls"	10q24.33	10	103959483	OBFC1	STN1 - SLK	ENSG00000107960	ENSG00000065613		41151	7657	rs4244255-?	rs4244255	0	4244255	non_coding_transcript_exon_variant	1	NR	9.00E-06	5.045757491	NA	NA		"Affymetrix, Illumina [3593389] (imputed)"	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST004798	Genome-wide genotyping array
11/13/20	32887889	Rashkin SR	9/4/20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32887889	Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.	Thyroid cancer	"762 European ancestry cases, 410,350 European ancestry controls"	NA	11p15.1	11	20338417		DBX1 - HTATIP2	ENSG00000109851	ENSG00000109854		177942	25268	rs74518511-T	rs74518511	0	74518511	intergenic_variant	1	0.017275	9.00E-07	6.045757491	NA	2.3485205	NR	Affymetrix [7846216] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90011813	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	1524_493186			11	131068024		SNX19;NTM				NA	NA	rs116531088	rs116531088	NA	NA		NA		1.93E-08	NA	NA	0.291967							
9/28/17	28703219	Son HY	7/13/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28703219	Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.	Differentiated thyroid cancer	"470 Korean ancestry cases, 8,279 Korean ancestry controls"	"615 Korean ancestry cases, 605 Korean ancestry controls"	12q14.3	12	65598856	MSRB3	"LINC02454, MSRB3-AS1"			"ENSG00000256268, ENSG00000250748"	NA	NA	rs11175834-T	rs11175834	0	11175834	intron_variant	0	0.15	4.00E-08	7.397940009	NA	1.37	[NR]	"Affymetrix, Illumina [3593389] (imputed)"	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST004798	Genome-wide genotyping array
